question_id,correct_answer,numerical_answer,answer_status,answer_confidence,answer_source,answer_source_url,verification_method
JA_2017_P1_PHY_Q015,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q016,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q018,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q019,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q020,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q021,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q022,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q023,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q024,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q025,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q026,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q027,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q028,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q029,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q030,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q031,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q032,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q033,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q034,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q035,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q036,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q037,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q038,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q039,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q040,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q041,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q042,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q043,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q044,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q045,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q046,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q047,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q048,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q049,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q050,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q051,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q052,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q053,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P1_PHY_Q054,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q001,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q001,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q002,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q003,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q004,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q005,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q006,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q007,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q008,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q009,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q010,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q011,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q012,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q013,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q014,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q015,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q016,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q018,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q019,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q020,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q021,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q022,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q023,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q024,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q025,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q026,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q027,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q028,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q029,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q030,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q031,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q032,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q033,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q034,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q035,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q036,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q037,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q038,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q039,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q040,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q041,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q042,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q043,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q044,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q045,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q044,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q045,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q046,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q047,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q048,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q049,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q050,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q051,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q052,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q053,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2017_P2_PHY_Q054,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q001,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q001,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q002,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q003,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q004,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q005,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q006,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q007,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q008,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q009,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q010,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q011,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q012,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q013,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q014,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q015,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q016,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q018,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q001,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q002,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q003,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q004,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q005,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q006,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q007,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q008,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q009,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q010,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q011,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q012,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q013,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q014,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q015,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q016,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q018,"A, C",,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q001,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q002,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q003,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q004,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q005,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q006,4,4.0,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q007,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q008,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q009,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q010,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q011,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q012,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q013,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q014,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q015,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q016,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
JA_2018_P1_PHY_Q017,B,,INDEPENDENTLY_VERIFIED,HIGH,Multi-Source Independent Derivation,https://jeeadv.ac.in/,INDEPENDENT_MULTI_SOURCE
